code,level,section,chapter
2D1B2_426,2.0,2D1X2,math_12_algebra_C1
2D1B2_402,2.0,2D1X2,math_12_algebra_C1
2H3B2_199,2.0,2H3F2,math_12_geometry_C3
2D1X5_38,2.0,2D1X5,math_12_algebra_C1
2H3B2_213,2.0,2H3F2,math_12_geometry_C3
2D1X5_36,2.0,2D1X5,math_12_algebra_C1
2H3B2_95,2.0,2H3F4,math_12_geometry_C3
2D1X5_8,2.0,2D1X5,math_12_algebra_C1
2D1X5_5,2.0,2D1X5,math_12_algebra_C1
HK2_20_24,2.0,2D2X2,math_12_algebra_C2
2H3B2_110,2.0,2H3F2,math_12_geometry_C3
HK2_20_21,2.0,1D2X5,math_11_algebra_C2
2H3B2_140,2.0,2H3F4,math_12_geometry_C3
HK2_20_4,2.0,2D4F1,math_12_algebra_C4
2H3B2_242,2.0,2H3F2,math_12_geometry_C3
2H3B2_234,2.0,2H3F2,math_12_geometry_C3
2D1B2_546,2.0,2D1X2,math_12_algebra_C1
2D1B2_454,2.0,2D1X5,math_12_algebra_C1
2D1B2_553,2.0,2D1X2,math_12_algebra_C1
2D1B2_564,2.0,2D1X2,math_12_algebra_C1
2D1B2_412,2.0,2D1X2,math_12_algebra_C1
2D1B2_405,2.0,2D1X2,math_12_algebra_C1
2D1B2_565,2.0,2D1X2,math_12_algebra_C1
2D1B2_551,2.0,2D1X2,math_12_algebra_C1
2D1B2_548,2.0,2D1X5,math_12_algebra_C1
2D1B2_537,2.0,2D1X2,math_12_algebra_C1
2D1B2_531,2.0,2D1X2,math_12_algebra_C1
2D1B2_521,2.0,2D1X2,math_12_algebra_C1
2D1B2_510,2.0,2D1X2,math_12_algebra_C1
2D1B2_481,2.0,2D1X5,math_12_algebra_C1
2D1B2_470,2.0,2D1X2,math_12_algebra_C1
2D1B2_457,2.0,2D1X2,math_12_algebra_C1
2D1B2_451,2.0,2D1X2,math_12_algebra_C1
2D1B2_447,2.0,2D1X5,math_12_algebra_C1
2D1B2_431,2.0,2D1X2,math_12_algebra_C1
2H3B2_141,2.0,2H3F2,math_12_geometry_C3
2D1B2_424,2.0,2D1X2,math_12_algebra_C1
2D1B2_419,2.0,2D1X2,math_12_algebra_C1
2D1B2_598,2.0,2D1X2,math_12_algebra_C1
2D1B2_594,2.0,2D1X2,math_12_algebra_C1
2D1B2_592,2.0,2D1X2,math_12_algebra_C1
2D1B2_583,2.0,2D1X2,math_12_algebra_C1
2D1B2_566,2.0,2D1X2,math_12_algebra_C1
2H3B2_163,2.0,2H3F2,math_12_geometry_C3
2D1B2_475,2.0,2D1X2,math_12_algebra_C1
2D1B2_484,2.0,2D1X2,math_12_algebra_C1
2D1B2_511,2.0,2D1X2,math_12_algebra_C1
2D1B2_525,2.0,2D1X2,math_12_algebra_C1
2D1B2_522,2.0,2D1X1,math_12_algebra_C1
2D1B2_514,2.0,2D1X2,math_12_algebra_C1
2D1B2_502,2.0,2D1X2,math_12_algebra_C1
2D1B2_477,2.0,2D1X2,math_12_algebra_C1
2D1B2_461,2.0,2D1X2,math_12_algebra_C1
2D1B2_460,2.0,2D1X2,math_12_algebra_C1
2H3B2_89,2.0,2H3F2,math_12_geometry_C3
2D1B2_441,2.0,2D1X2,math_12_algebra_C1
2D1B2_430,2.0,2D1X2,math_12_algebra_C1
2D1B2_401,2.0,2D1X2,math_12_algebra_C1
2D1B2_581,2.0,2D1X2,math_12_algebra_C1
2D1B2_559,2.0,2D1X2,math_12_algebra_C1
2D1B2_538,2.0,2D1X2,math_12_algebra_C1
2D1B2_527,2.0,2D1X2,math_12_algebra_C1
2D1B2_504,2.0,2D1X2,math_12_algebra_C1
2D1B2_493,2.0,2D1X2,math_12_algebra_C1
2D1B2_483,2.0,2D1X2,math_12_algebra_C1
2D1B2_479,2.0,2D1X2,math_12_algebra_C1
2D1B2_476,2.0,2D1X2,math_12_algebra_C1
2D1B2_445,2.0,2D1X2,math_12_algebra_C1
2H3B2_109,2.0,2H3F4,math_12_geometry_C3
2D1B2_443,2.0,2D1X2,math_12_algebra_C1
2H3B2_231,2.0,2H3F2,math_12_geometry_C3
2D1B2_434,2.0,2D1X2,math_12_algebra_C1
2D1B2_540,2.0,2D1X2,math_12_algebra_C1
2H3B2_200,2.0,2H3F6,math_12_geometry_C3
2D1B2_442,2.0,2D1X2,math_12_algebra_C1
2D1B2_433,2.0,2D1X2,math_12_algebra_C1
2D1B2_603,2.0,2D1X2,math_12_algebra_C1
2D1B2_599,2.0,2D1X3,math_12_algebra_C1
2D1B2_578,2.0,2D1X2,math_12_algebra_C1
2D1B2_562,2.0,2D1X2,math_12_algebra_C1
2D1B2_506,2.0,2D1X2,math_12_algebra_C1
2D1B2_488,2.0,2D1X2,math_12_algebra_C1
2H3B2_83,2.0,2H3F4,math_12_geometry_C3
2D1B2_462,2.0,2D1X2,math_12_algebra_C1
2D1B2_429,2.0,2D1X2,math_12_algebra_C1
2D1B2_414,2.0,2D1X2,math_12_algebra_C1
2H3B2_133,2.0,2H3F4,math_12_geometry_C3
2D1B2_413,2.0,2D1X2,math_12_algebra_C1
2D1B2_608,2.0,2D1X2,math_12_algebra_C1
2D1B2_589,2.0,2D1X7,math_12_algebra_C1
2D1B2_588,2.0,2D1X2,math_12_algebra_C1
2H3B2_256,2.0,2H3F5,math_12_geometry_C3
2H3B2_128,2.0,2H3F4,math_12_geometry_C3
2D1B2_580,2.0,2D1X2,math_12_algebra_C1
2D1B2_576,2.0,2D1X2,math_12_algebra_C1
2H3B2_137,2.0,2H3F3,math_12_geometry_C3
2H3B2_178,2.0,2H3F3,math_12_geometry_C3
2D1B2_560,2.0,2D1X2,math_12_algebra_C1
2H3B2_115,2.0,2H3F2,math_12_geometry_C3
2D1B2_428,2.0,2D1X2,math_12_algebra_C1
2H3B2_118,2.0,2H3F7,math_12_geometry_C3
2H3B2_150,2.0,2H3F2,math_12_geometry_C3
2D1B2_482,2.0,2D1X2,math_12_algebra_C1
2D1B2_455,2.0,2D1X2,math_12_algebra_C1
2D1B2_418,2.0,2D1X2,math_12_algebra_C1
2D1B2_410,2.0,2D1X2,math_12_algebra_C1
2D1B2_409,2.0,2D1X2,math_12_algebra_C1
2D1B2_601,2.0,2D1X2,math_12_algebra_C1
2H3B2_167,2.0,2H3F2,math_12_geometry_C3
2D1B2_596,2.0,2D1X2,math_12_algebra_C1
2D1B2_595,2.0,2D1X2,math_12_algebra_C1
2D1B2_570,2.0,2D1X3,math_12_algebra_C1
2D1B2_541,2.0,2D1X2,math_12_algebra_C1
2D1B2_524,2.0,2D1X2,math_12_algebra_C1
2D1B2_516,2.0,2D1X5,math_12_algebra_C1
2D1B2_515,2.0,2D1X2,math_12_algebra_C1
2H3B2_171,2.0,2H3F3,math_12_geometry_C3
2H3B2_177,2.0,2H3F2,math_12_geometry_C3
2H3B2_205,2.0,2H3F4,math_12_geometry_C3
2H3B2_84,2.0,2H3F2,math_12_geometry_C3
2H3B2_85,2.0,2H3F2,math_12_geometry_C3
2D1B2_513,2.0,2D1X2,math_12_algebra_C1
2H3B2_101,2.0,2H3F2,math_12_geometry_C3
2H3B2_206,2.0,2H3F5,math_12_geometry_C3
2H3B2_146,2.0,2H3F2,math_12_geometry_C3
2D1B2_411,2.0,2D1X2,math_12_algebra_C1
2D1B2_486,2.0,2D1X5,math_12_algebra_C1
2D1B2_523,2.0,2D1X2,math_12_algebra_C1
2D1B2_407,2.0,2D1X2,math_12_algebra_C1
2D1B2_604,2.0,2D1X3,math_12_algebra_C1
2D1B2_577,2.0,2D1X2,math_12_algebra_C1
2D1B2_534,2.0,2D1X2,math_12_algebra_C1
2D1B2_520,2.0,2D1X2,math_12_algebra_C1
2D1B2_498,2.0,2D1X2,math_12_algebra_C1
2D1B2_464,2.0,2D1X2,math_12_algebra_C1
2D1B2_439,2.0,2D1X2,math_12_algebra_C1
2H3B2_134,2.0,2H3F4,math_12_geometry_C3
2D1B2_427,2.0,2D1X5,math_12_algebra_C1
2D1B2_404,2.0,2D1X2,math_12_algebra_C1
2D1B2_568,2.0,2D1X2,math_12_algebra_C1
2D1B2_555,2.0,2D1X2,math_12_algebra_C1
2D1B2_549,2.0,2D1X2,math_12_algebra_C1
2D1B2_505,2.0,2D1X2,math_12_algebra_C1
2D1B2_495,2.0,2D1X2,math_12_algebra_C1
2D1B2_485,2.0,2D1X2,math_12_algebra_C1
2D1B2_448,2.0,2D1X2,math_12_algebra_C1
2D1B2_416,2.0,2D1X2,math_12_algebra_C1
2D1B2_400,2.0,2D1X2,math_12_algebra_C1
2D1B2_606,2.0,2D1X2,math_12_algebra_C1
2D1B2_600,2.0,2D1X2,math_12_algebra_C1
2D1B2_569,2.0,2D1X2,math_12_algebra_C1
2D1B2_491,2.0,2D1X2,math_12_algebra_C1
2D1B2_463,2.0,2D1X2,math_12_algebra_C1
2H3B2_179,2.0,2H3F3,math_12_geometry_C3
2D1X5_31,2.0,2D1X5,math_12_algebra_C1
2D2B1_88,2.0,2D2X1,math_12_algebra_C2
2D2B1_104,2.0,2D2X1,math_12_algebra_C2
2D2B1_120,2.0,2D2X1,math_12_algebra_C2
2D2B1_130,2.0,2D2X2,math_12_algebra_C2
2D2B1_131,2.0,2D2X1,math_12_algebra_C2
2D2B2_1,2.0,2D2X3,math_12_algebra_C2
2D2B2_2,2.0,2D2X2,math_12_algebra_C2
2D1Y5_280,2.0,2D1X7,math_12_algebra_C1
2D1X5_28,2.0,2D1X5,math_12_algebra_C1
2D2B1_14,2.0,2D2X1,math_12_algebra_C2
2D2B1_54,2.0,2D2X1,math_12_algebra_C2
2D2B1_19,2.0,2D2X1,math_12_algebra_C2
2D2B1_42,2.0,2D2X1,math_12_algebra_C2
2D2B1_47,2.0,2D2X1,math_12_algebra_C2
2D2B1_71,2.0,2D2X1,math_12_algebra_C2
2D2B1_74,2.0,2D2X1,math_12_algebra_C2
2D2B1_114,2.0,2D2X3,math_12_algebra_C2
2D2B1_124,2.0,2D2X1,math_12_algebra_C2
2D2B2_27,2.0,2D2X3,math_12_algebra_C2
2D2B2_71,2.0,2D2X3,math_12_algebra_C2
2D1X5_25,2.0,2D1X5,math_12_algebra_C1
HK2_24_2,2.0,2D4F2,math_12_algebra_C4
2D2B1_32,2.0,2D2X1,math_12_algebra_C2
2D2B1_50,2.0,2D2X1,math_12_algebra_C2
2D2B1_48,2.0,2D2X1,math_12_algebra_C2
2D2B1_23,2.0,2D2X1,math_12_algebra_C2
2D2B2_54,2.0,2D2X3,math_12_algebra_C2
2D2B2_55,2.0,2D2X3,math_12_algebra_C2
2D2B2_56,2.0,2D2X3,math_12_algebra_C2
2D2B2_62,2.0,2D2X2,math_12_algebra_C2
2D2B2_64,2.0,2D2X3,math_12_algebra_C2
2H3B2_184,2.0,2H3F2,math_12_geometry_C3
2D2B1_83,2.0,2D2X1,math_12_algebra_C2
2D2B1_105,2.0,2D2X1,math_12_algebra_C2
2D2B1_122,2.0,2D2X1,math_12_algebra_C2
2D2B1_128,2.0,2D2X1,math_12_algebra_C2
2D2B1_132,2.0,2D2X1,math_12_algebra_C2
2D2B2_11,2.0,2D2X3,math_12_algebra_C2
2D2B2_13,2.0,2D2X3,math_12_algebra_C2
2D2B2_17,2.0,2D2X3,math_12_algebra_C2
2D2B2_21,2.0,2D2X3,math_12_algebra_C2
2D2B2_23,2.0,2D2X2,math_12_algebra_C2
2D2B2_33,2.0,2D2X3,math_12_algebra_C2
2D2B2_37,2.0,2D2X3,math_12_algebra_C2
2D2B2_41,2.0,2D2X3,math_12_algebra_C2
2D2B2_73,2.0,2D2X3,math_12_algebra_C2
2D1X5_43,2.0,2D1X5,math_12_algebra_C1
2D2B1_5,2.0,2D2X1,math_12_algebra_C2
2D2B1_8,2.0,2D2X1,math_12_algebra_C2
2D2B1_22,2.0,2D2X1,math_12_algebra_C2
2D2B1_28,2.0,2D2X1,math_12_algebra_C2
2D2B1_34,2.0,2D2X1,math_12_algebra_C2
2D2B1_52,2.0,2D2X1,math_12_algebra_C2
2D2B1_98,2.0,2D2X1,math_12_algebra_C2
2D2B2_18,2.0,2D2X2,math_12_algebra_C2
2D2B2_36,2.0,2D2X3,math_12_algebra_C2
2D2B2_65,2.0,2D2X3,math_12_algebra_C2
HK2_21_42,2.0,2D4F2,math_12_algebra_C4
2D1X4_169,2.0,2D1X4,math_12_algebra_C1
2D2B1_25,2.0,2D2X1,math_12_algebra_C2
2D2B1_27,2.0,2D2X1,math_12_algebra_C2
2D2B1_61,2.0,2D2X1,math_12_algebra_C2
2D2B1_64,2.0,2D2X1,math_12_algebra_C2
2D2B1_69,2.0,2D2X3,math_12_algebra_C2
2D2B1_70,2.0,2D2X1,math_12_algebra_C2
2D2B1_80,2.0,2D2X1,math_12_algebra_C2
2D2B1_101,2.0,2D2X1,math_12_algebra_C2
2D2B1_116,2.0,2D2X1,math_12_algebra_C2
2D2B1_123,2.0,2D2X1,math_12_algebra_C2
2H3B2_198,2.0,2H3F2,math_12_geometry_C3
2D2B2_3,2.0,2D2X3,math_12_algebra_C2
2D2B2_24,2.0,2D2X3,math_12_algebra_C2
2D2B2_29,2.0,2D2X3,math_12_algebra_C2
2D2B2_69,2.0,2D2X3,math_12_algebra_C2
2D1X4_158,2.0,2D1X4,math_12_algebra_C1
2D2B1_44,2.0,2D2X1,math_12_algebra_C2
2D2B1_89,2.0,2D2X1,math_12_algebra_C2
2D2B2_47,2.0,2D2X3,math_12_algebra_C2
2D2B1_73,2.0,2D2X1,math_12_algebra_C2
2H3B2_136,2.0,2H3F2,math_12_geometry_C3
2D2B1_108,2.0,2D2X1,math_12_algebra_C2
2D2B1_119,2.0,2D2X1,math_12_algebra_C2
2D2B2_22,2.0,2D2X3,math_12_algebra_C2
2D2B2_42,2.0,2D2X2,math_12_algebra_C2
2H3B2_215,2.0,2H3F2,math_12_geometry_C3
2D2B1_2,2.0,2D2X1,math_12_algebra_C2
2D2B1_11,2.0,2D2X1,math_12_algebra_C2
2D2B1_45,2.0,2D2X1,math_12_algebra_C2
2D2B1_62,2.0,2D2X1,math_12_algebra_C2
2D2B1_68,2.0,2D2X1,math_12_algebra_C2
2D2B1_84,2.0,2D2X1,math_12_algebra_C2
2D2B1_117,2.0,2D2X1,math_12_algebra_C2
2D2B1_118,2.0,2D2X1,math_12_algebra_C2
2D2B1_133,2.0,2D2X1,math_12_algebra_C2
2D2B2_4,2.0,2D2X3,math_12_algebra_C2
2D2B2_31,2.0,2D2X3,math_12_algebra_C2
2D2B2_38,2.0,2D2X3,math_12_algebra_C2
2D2B2_49,2.0,2D2X3,math_12_algebra_C2
2D2B2_53,2.0,2D2X3,math_12_algebra_C2
2D2B2_60,2.0,2D2X3,math_12_algebra_C2
2D2B2_70,2.0,2D2X3,math_12_algebra_C2
2D2B2_72,2.0,2D2X3,math_12_algebra_C2
2H3B2_75,2.0,2H3F2,math_12_geometry_C3
2D2B1_66,2.0,2D2X1,math_12_algebra_C2
2D2B2_40,2.0,2D2X3,math_12_algebra_C2
2D2B2_25,2.0,2D2X3,math_12_algebra_C2
2D2B1_121,2.0,2D2X1,math_12_algebra_C2
HK2_23_21,2.0,2D4F2,math_12_algebra_C4
HK2_23_20,2.0,2D3X2,math_12_algebra_C3
2D1X4_123,2.0,2D1X4,math_12_algebra_C1
2D1X5_15,2.0,2D1X5,math_12_algebra_C1
2D4F3_3,2.0,2D4F3,math_12_algebra_C4
HK2_23_14,2.0,2D3X1,math_12_algebra_C3
HK2_23_13,2.0,2H3F2,math_12_geometry_C3
2H3B2_164,2.0,2H3F4,math_12_geometry_C3
HK2_23_6,2.0,2D1X5,math_12_algebra_C1
2H3B2_204,2.0,2H3F2,math_12_geometry_C3
2D1X4_103,2.0,2D1X4,math_12_algebra_C1
2D1X5_53,2.0,2D1X5,math_12_algebra_C1
2D1X5_20,2.0,2D1X5,math_12_algebra_C1
2D1X5_2,2.0,2D1X5,math_12_algebra_C1
2D1X5_1,2.0,2D1X5,math_12_algebra_C1
2H3B2_224,2.0,2H3F2,math_12_geometry_C3
2H3B2_79,2.0,2H3F2,math_12_geometry_C3
HK2_24_44,2.0,2H3F7,math_12_geometry_C3
2D4F3_27,2.0,2D4F3,math_12_algebra_C4
HK2_24_37,2.0,2D3X2,math_12_algebra_C3
2D1X4_116,2.0,2D1X4,math_12_algebra_C1
2D1X4_108,2.0,2D1X4,math_12_algebra_C1
2D1X5_37,2.0,2D1X5,math_12_algebra_C1
HK2_23_22,2.0,2D4F2,math_12_algebra_C4
2D1X5_7,2.0,2D1X5,math_12_algebra_C1
2H3B2_104,2.0,2H3F2,math_12_geometry_C3
HK2_23_25,2.0,2H3F4,math_12_geometry_C3
2H3B2_227,2.0,2H3F7,math_12_geometry_C3
2H3B2_250,2.0,2H3F2,math_12_geometry_C3
2H3B2_145,2.0,2H3F2,math_12_geometry_C3
HK2_23_40,2.0,2D3X2,math_12_algebra_C3
HK2_23_39,2.0,2D3X2,math_12_algebra_C3
HK2_23_38,2.0,2D4F2,math_12_algebra_C4
HK2_23_37,2.0,2D4F1,math_12_algebra_C4
HK2_23_36,2.0,2D4F1,math_12_algebra_C4
2D1X4_165,2.0,2D1X4,math_12_algebra_C1
2D1X4_118,2.0,2D1X4,math_12_algebra_C1
2D1X5_34,2.0,2D1X5,math_12_algebra_C1
2D1X5_18,2.0,2D1X5,math_12_algebra_C1
HK2_23_31,2.0,1D2X5,math_11_algebra_C2
2H3B2_172,2.0,2H3F2,math_12_geometry_C3
2D1X4_127,2.0,2D1X4,math_12_algebra_C1
2D1X4_92,2.0,2D1X4,math_12_algebra_C1
2D1X5_52,2.0,2D1X5,math_12_algebra_C1
2D1X5_42,2.0,2D1X5,math_12_algebra_C1
2D1B5_855,2.0,2D1X5,math_12_algebra_C1
HK2_23_29,2.0,2H2F2,math_12_geometry_C2
HK2_23_28,2.0,2D3X4,math_12_algebra_C3
2H3B2_228,2.0,2H3F4,math_12_geometry_C3
HK2_23_26,2.0,2H1F3,math_12_geometry_C1
HK2_23_24,2.0,2D3X2,math_12_algebra_C3
2D1X5_45,2.0,2D1X5,math_12_algebra_C1
HK2_24_33,2.0,2D4F1,math_12_algebra_C4
HK2_24_31,2.0,2D4F6,math_12_algebra_C4
2D2B2_39,2.0,2D2X3,math_12_algebra_C2
2D2B2_52,2.0,2D2X3,math_12_algebra_C2
2D2B1_4,2.0,2D2X1,math_12_algebra_C2
2D2B1_55,2.0,2D2X1,math_12_algebra_C2
2D2B1_85,2.0,2D2X1,math_12_algebra_C2
2D2B1_94,2.0,2D2X1,math_12_algebra_C2
2D2B1_102,2.0,2D2X1,math_12_algebra_C2
2D2B1_107,2.0,2D2X1,math_12_algebra_C2
2D2B1_111,2.0,2D2X3,math_12_algebra_C2
2D2B2_7,2.0,2D2X3,math_12_algebra_C2
2D2B2_14,2.0,2D2X3,math_12_algebra_C2
2D2B2_26,2.0,2D2X2,math_12_algebra_C2
2D2B2_44,2.0,2D2X3,math_12_algebra_C2
2D2B2_46,2.0,2D2X3,math_12_algebra_C2
2D2B2_48,2.0,2D2X3,math_12_algebra_C2
2D1X4_125,2.0,2D1X4,math_12_algebra_C1
2D2B1_15,2.0,2D2X1,math_12_algebra_C2
2D2B1_18,2.0,2D2X1,math_12_algebra_C2
2D2B1_24,2.0,2D2X1,math_12_algebra_C2
2D2B1_90,2.0,2D2X1,math_12_algebra_C2
2D2B1_92,2.0,2D2X1,math_12_algebra_C2
2D2B1_99,2.0,2D2X1,math_12_algebra_C2
2D2B1_106,2.0,2D2X3,math_12_algebra_C2
2D2B2_5,2.0,2D2X3,math_12_algebra_C2
HK2_24_32,2.0,2D4F1,math_12_algebra_C4
2D2B1_110,2.0,2D2X1,math_12_algebra_C2
2D2B1_63,2.0,2D2X1,math_12_algebra_C2
HK2_24_28,2.0,2D2X2,math_12_algebra_C2
2H3B2_165,2.0,2H3F2,math_12_geometry_C3
HK2_24_24,2.0,2H1F4,math_12_geometry_C1
HK2_24_23,2.0,2H1F5,math_12_geometry_C1
2D1X4_142,2.0,2D1X4,math_12_algebra_C1
HK2_24_22,2.0,2H2F2,math_12_geometry_C2
2D1X5_10,2.0,2D1X5,math_12_algebra_C1
HK2_24_21,2.0,1D3X3,math_11_algebra_C3
2H3B2_176,2.0,2H3F4,math_12_geometry_C3
2H3B2_64,2.0,2H3F2,math_12_geometry_C3
2H3B2_73,2.0,2H3F2,math_12_geometry_C3
2H3B2_82,2.0,2H3F7,math_12_geometry_C3
2H3B2_92,2.0,2H3F2,math_12_geometry_C3
2H3B2_94,2.0,2H3F2,math_12_geometry_C3
2H3B2_147,2.0,2H3F2,math_12_geometry_C3
2H3B2_152,2.0,2H3F2,math_12_geometry_C3
2D1X4_147,2.0,2D1X4,math_12_algebra_C1
2D1X4_131,2.0,2D1X4,math_12_algebra_C1
2D4F3_112,2.0,2D4F2,math_12_algebra_C4
HK2_24_7,2.0,2H3F6,math_12_geometry_C3
2D2B1_10,2.0,2D2X1,math_12_algebra_C2
2D2B1_53,2.0,2D2X1,math_12_algebra_C2
2D2B1_58,2.0,2D2X1,math_12_algebra_C2
2D2B1_103,2.0,2D2X1,math_12_algebra_C2
2D4F2_125,2.0,2D4F2,math_12_algebra_C4
2D4F2_95,2.0,2D4F2,math_12_algebra_C4
2H1F3_205,2.0,2H1F3,math_12_geometry_C1
2D1B5_967,2.0,2D1X2,math_12_algebra_C1
2D1B5_991,2.0,2D1X5,math_12_algebra_C1
2H3F1_47,2.0,2H3F1,math_12_geometry_C3
2D4F2_230,2.0,2D4F2,math_12_algebra_C4
TN_2021_101_7,2.0,2D1X6,math_12_algebra_C1
2H3F1_95,2.0,2H3F1,math_12_geometry_C3
2H3F1_112,2.0,2H3F1,math_12_geometry_C3
2D3X3_137,2.0,2D3X3,math_12_algebra_C3
TN_2021_101_2,2.0,2D3X2,math_12_algebra_C3
2D1B5_977,2.0,2D1X5,math_12_algebra_C1
2D1B5_964,2.0,2D1X1,math_12_algebra_C1
2D1B5_986,2.0,2D1X5,math_12_algebra_C1
TN_2021_102_38,2.0,2D2X2,math_12_algebra_C2
TN_2021_102_37,2.0,2D3X2,math_12_algebra_C3
TN_2021_102_36,2.0,1H3X5,math_11_geometry_C3
TN_2021_102_35,2.0,2D1X3,math_12_algebra_C1
TN_2021_102_34,2.0,2H3F3,math_12_geometry_C3
TN_2021_102_33,2.0,2D1X5,math_12_algebra_C1
TN_2021_102_32,2.0,2D4F2,math_12_algebra_C4
TN_2021_102_31,2.0,1D2X5,math_11_algebra_C2
TN_2021_102_30,2.0,2H3F2,math_12_geometry_C3
TN_2021_102_29,2.0,1H3X3,math_11_geometry_C3
2D3X3_130,2.0,2D3X3,math_12_algebra_C3
2D1B5_963,2.0,2D1X1,math_12_algebra_C1
2H3F1_29,2.0,2H3F1,math_12_geometry_C3
2D1B5_962,2.0,2D1X5,math_12_algebra_C1
TN_2021_101_37,2.0,2D2X2,math_12_algebra_C2
2D3X1_182,2.0,2D3X1,math_12_algebra_C3
TN_2021_101_36,2.0,1H3X3,math_11_geometry_C3
2D3X1_54,2.0,2D3X1,math_12_algebra_C3
2D3X1_61,2.0,2D3X1,math_12_algebra_C3
TN_2021_101_35,2.0,2D4F2,math_12_algebra_C4
TN_2021_101_34,2.0,2H3F2,math_12_geometry_C3
2D1B3_355,2.0,2D1X3,math_12_algebra_C1
2D3X1_131,2.0,2D3X1,math_12_algebra_C3
2D3X1_231,2.0,2D3X1,math_12_algebra_C3
2D3X1_16,2.0,2D3X1,math_12_algebra_C3
TN_2021_101_33,2.0,1H3X5,math_11_geometry_C3
TN_2021_101_32,2.0,2H3F3,math_12_geometry_C3
TN_2021_101_31,2.0,2D1X3,math_12_algebra_C1
TN_2021_101_30,2.0,1D2X5,math_11_algebra_C2
2D1B5_960,2.0,2D1X5,math_12_algebra_C1
TN_2021_101_29,2.0,2D1X5,math_12_algebra_C1
2H3F1_91,2.0,2H3F1,math_12_geometry_C3
2H3F1_106,2.0,2H3F1,math_12_geometry_C3
2H2F3_3,2.0,2H2F3,math_12_geometry_C2
TN_2021_101_20,2.0,2D1X4,math_12_algebra_C1
2D4F2_49,2.0,2D4F2,math_12_algebra_C4
2D4F2_67,2.0,2D4F2,math_12_algebra_C4
2D4F2_5,2.0,2D4F2,math_12_algebra_C4
2D3X1_248,2.0,2D3X1,math_12_algebra_C3
2D3X1_4,2.0,2D3X1,math_12_algebra_C3
2D3X1_58,2.0,2D3X1,math_12_algebra_C3
2D1B5_982,2.0,2D1X5,math_12_algebra_C1
2H3F2_57,2.0,2H3F2,math_12_geometry_C3
2H2F3_79,2.0,2H2F3,math_12_geometry_C2
2D1B5_973,2.0,2D1X5,math_12_algebra_C1
2D1B5_974,2.0,2D1X5,math_12_algebra_C1
TN_34_31,2.0,2H3F1,math_12_geometry_C3
TN_34_30,2.0,1D2X3,math_11_algebra_C2
TN_34_29,2.0,2H2F2,math_12_geometry_C2
TN_34_28,2.0,2H1F3,math_12_geometry_C1
TN_34_27,2.0,2D3X1,math_12_algebra_C3
2H3F6_12,2.0,2H3F6,math_12_geometry_C3
2D4F2_147,2.0,2D4F2,math_12_algebra_C4
TN_34_23,2.0,2H2F1,math_12_geometry_C2
TN_34_22,2.0,2D1X6,math_12_algebra_C1
TN_34_21,2.0,2D2X3,math_12_algebra_C2
TN_34_20,2.0,2H3F3,math_12_geometry_C3
TN_34_19,2.0,2H1F4,math_12_geometry_C1
2D4F2_182,2.0,2D4F2,math_12_algebra_C4
2H3F3_9,2.0,2H3F3,math_12_geometry_C3
2H3F3_1,2.0,2H3F3,math_12_geometry_C3
TN_34_15,2.0,2D4F2,math_12_algebra_C4
TN_34_14,2.0,2D4F6,math_12_algebra_C4
2H3F3_2,2.0,2H3F3,math_12_geometry_C3
2D4F2_171,2.0,2D4F2,math_12_algebra_C4
2D1B3_178,2.0,2D1X3,math_12_algebra_C1
2D4F2_133,2.0,2D4F2,math_12_algebra_C4
2D4F2_59,2.0,2D4F2,math_12_algebra_C4
2D1B3_347,2.0,2D1X3,math_12_algebra_C1
2D3X3_104,2.0,2D3X3,math_12_algebra_C3
2H3F1_36,2.0,2H3F1,math_12_geometry_C3
2H3F1_116,2.0,2H3F1,math_12_geometry_C3
2H3F2_44,2.0,2H3F2,math_12_geometry_C3
2H3F2_194,2.0,2H3F2,math_12_geometry_C3
2H3F2_138,2.0,2H3F2,math_12_geometry_C3
2D3X1_74,2.0,2D3X1,math_12_algebra_C3
2H3F2_6,2.0,2H3F2,math_12_geometry_C3
2D3X1_163,2.0,2D3X1,math_12_algebra_C3
2D3X3_144,2.0,2D3X3,math_12_algebra_C3
2D3X3_117,2.0,2D3X3,math_12_algebra_C3
2D4F2_25,2.0,2D4F1,math_12_algebra_C4
2D4F2_45,2.0,2D4F2,math_12_algebra_C4
TN_2021_102_23,2.0,2D1X4,math_12_algebra_C1
2D3X1_73,2.0,2D3X1,math_12_algebra_C3
2D1B3_319,2.0,2D1X3,math_12_algebra_C1
2D1B3_302,2.0,2D1X3,math_12_algebra_C1
2D3X1_259,2.0,2D3X1,math_12_algebra_C3
2D3X1_44,2.0,2D3X1,math_12_algebra_C3
2D3X1_175,2.0,2D3X2,math_12_algebra_C3
2D3X1_214,2.0,2D3X1,math_12_algebra_C3
2D1B3_271,2.0,2D1X3,math_12_algebra_C1
TN_2021_102_18,2.0,2D1X6,math_12_algebra_C1
2D3X3_145,2.0,2D3X3,math_12_algebra_C3
2D3X1_72,2.0,2D3X1,math_12_algebra_C3
2D3X1_12,2.0,2D3X1,math_12_algebra_C3
2D1B5_880,2.0,2D1X6,math_12_algebra_C1
2D1B5_904,2.0,2D1X6,math_12_algebra_C1
2D1B5_910,2.0,2D1X5,math_12_algebra_C1
2D1B5_918,2.0,2D1X6,math_12_algebra_C1
