code,level,section,chapter
2D3Y1_163,1.0,2D3X1,math_12_algebra_C3
2D3Y3_74,1.0,2D3X3,math_12_algebra_C3
2D4Y3_24,1.0,2D4F2,math_12_algebra_C4
2D4Y3_26,1.0,2D4F2,math_12_algebra_C4
2D4Y3_27,1.0,2D4F2,math_12_algebra_C4
2D3Y2_48,1.0,2D3X2,math_12_algebra_C3
2D3Y2_74,1.0,2D3X2,math_12_algebra_C3
2D3Y2_76,1.0,2D3X2,math_12_algebra_C3
2D3Y2_83,1.0,2D3X2,math_12_algebra_C3
2D3Y2_91,1.0,2D3X2,math_12_algebra_C3
2D3Y2_171,1.0,2D3X2,math_12_algebra_C3
2D3Y2_175,1.0,2D3X2,math_12_algebra_C3
2D3Y3_52,1.0,2D3X3,math_12_algebra_C3
2D3Y3_66,1.0,2D3X3,math_12_algebra_C3
2D3Y3_80,1.0,2D3X3,math_12_algebra_C3
2D4Y3_16,1.0,2D4F1,math_12_algebra_C4
2D3Y2_39,1.0,2D3X2,math_12_algebra_C3
2D3Y2_54,1.0,2D3X2,math_12_algebra_C3
2D3Y2_47,1.0,2D3X1,math_12_algebra_C3
2D3Y2_56,1.0,2D3X2,math_12_algebra_C3
2D3Y3_60,1.0,2D3X3,math_12_algebra_C3
2D3Y3_26,1.0,2D3X3,math_12_algebra_C3
2D3Y2_105,1.0,2D3X2,math_12_algebra_C3
2D3Y2_60,1.0,2D3X2,math_12_algebra_C3
2D3Y3_71,1.0,2D3X3,math_12_algebra_C3
2D3Y3_96,1.0,2D3X4,math_12_algebra_C3
2D4Y2_49,1.0,2D4F2,math_12_algebra_C4
2D4Y2_61,1.0,2D4F2,math_12_algebra_C4
2D4Y2_65,1.0,2D4F2,math_12_algebra_C4
2D3Y2_34,1.0,2D3X2,math_12_algebra_C3
2D3Y2_46,1.0,2D3X2,math_12_algebra_C3
2D3Y2_49,1.0,2D3X2,math_12_algebra_C3
2D3Y2_80,1.0,2D3X2,math_12_algebra_C3
2D3Y2_72,1.0,2D3X2,math_12_algebra_C3
2D3Y2_82,1.0,2D3X2,math_12_algebra_C3
2D3Y3_12,1.0,2D3X3,math_12_algebra_C3
2D3Y3_28,1.0,2D3X3,math_12_algebra_C3
2D4Y2_57,1.0,2D4F2,math_12_algebra_C4
2D4Y3_10,1.0,2D4F1,math_12_algebra_C4
2D4Y3_17,1.0,2D4F1,math_12_algebra_C4
2D4Y3_28,1.0,2D4F2,math_12_algebra_C4
2D3Y2_35,1.0,2D3X2,math_12_algebra_C3
2D3Y2_42,1.0,2D3X2,math_12_algebra_C3
2D3Y2_43,1.0,2D3X2,math_12_algebra_C3
2D3Y3_3,1.0,2D3X3,math_12_algebra_C3
2D3Y2_100,1.0,2D3X2,math_12_algebra_C3
2D3Y2_111,1.0,2D3X2,math_12_algebra_C3
2D3Y2_179,1.0,2D3X2,math_12_algebra_C3
2D3Y3_98,1.0,2D3X4,math_12_algebra_C3
2D4B1_68,1.0,2D4F1,math_12_algebra_C4
2D4Y2_48,1.0,2D4F2,math_12_algebra_C4
2D4Y2_64,1.0,2D4F2,math_12_algebra_C4
2D4Y3_1,1.0,2D4F2,math_12_algebra_C4
2D4Y3_2,1.0,2D4F1,math_12_algebra_C4
2D3Y2_50,1.0,2D3X2,math_12_algebra_C3
2D3Y2_55,1.0,2D3X2,math_12_algebra_C3
2D3Y2_65,1.0,2D3X2,math_12_algebra_C3
2D3Y3_40,1.0,2D3X3,math_12_algebra_C3
2D3Y2_94,1.0,2D3X2,math_12_algebra_C3
2D3Y3_30,1.0,2D3X3,math_12_algebra_C3
2D3Y3_37,1.0,2D3X3,math_12_algebra_C3
2D3Y3_57,1.0,2D3X4,math_12_algebra_C3
2D3Y3_67,1.0,2D3X3,math_12_algebra_C3
2D3Y3_72,1.0,2D3X3,math_12_algebra_C3
2D3Y3_81,1.0,2D3X3,math_12_algebra_C3
2D4B1_41,1.0,2D4F6,math_12_algebra_C4
2D4Y2_45,1.0,2D4F2,math_12_algebra_C4
2D4Y2_59,1.0,2D4F2,math_12_algebra_C4
2D3Y2_109,1.0,2D3X2,math_12_algebra_C3
2D3Y3_54,1.0,2D3X3,math_12_algebra_C3
2D3Y3_39,1.0,2D3X3,math_12_algebra_C3
2D3Y3_8,1.0,2D3X3,math_12_algebra_C3
2D3Y3_6,1.0,2D3X3,math_12_algebra_C3
2D3Y3_25,1.0,2D3X3,math_12_algebra_C3
2D3Y3_55,1.0,2D3X3,math_12_algebra_C3
2D3Y3_73,1.0,2D3X3,math_12_algebra_C3
2D3Y3_89,1.0,2D3X3,math_12_algebra_C3
2D4Y3_21,1.0,2D4F1,math_12_algebra_C4
2D4Y4_7,1.0,2D4F3,math_12_algebra_C4
2D3Y2_118,1.0,2D3X2,math_12_algebra_C3
2D3Y3_35,1.0,2D3X3,math_12_algebra_C3
2D3Y3_33,1.0,2D3X4,math_12_algebra_C3
2D3Y3_58,1.0,2D3X4,math_12_algebra_C3
2D4Y2_62,1.0,2D4F2,math_12_algebra_C4
2D4Y3_13,1.0,2D4F1,math_12_algebra_C4
2D4Y3_22,1.0,2D4F1,math_12_algebra_C4
2D4Y3_23,1.0,2D4F2,math_12_algebra_C4
2D3Y2_41,1.0,2D3X2,math_12_algebra_C3
2D3Y2_67,1.0,2D3X2,math_12_algebra_C3
2D3Y2_97,1.0,2D3X2,math_12_algebra_C3
2D3Y2_104,1.0,2D3X2,math_12_algebra_C3
2D3Y2_180,1.0,2D3X2,math_12_algebra_C3
2D3Y3_77,1.0,2D3X4,math_12_algebra_C3
2D3Y3_46,1.0,2D3X3,math_12_algebra_C3
2D3Y3_41,1.0,2D3X3,math_12_algebra_C3
2D3Y2_103,1.0,2D3X2,math_12_algebra_C3
2D3Y3_88,1.0,2D3X3,math_12_algebra_C3
2D4B2_56,1.0,2D4F2,math_12_algebra_C4
2D4Y2_43,1.0,2D4F2,math_12_algebra_C4
2D4Y3_6,1.0,2D4F2,math_12_algebra_C4
2D4Y3_7,1.0,2D4F2,math_12_algebra_C4
2D4Y3_9,1.0,2D4F2,math_12_algebra_C4
2D4Y3_11,1.0,2D4F2,math_12_algebra_C4
2D4Y3_19,1.0,2D4F1,math_12_algebra_C4
2D4Y4_11,1.0,2D4F3,math_12_algebra_C4
2D3Y3_84,1.0,2D3X3,math_12_algebra_C3
2D3Y2_33,1.0,2H3F6,math_12_geometry_C3
2D3Y2_88,1.0,2D3X2,math_12_algebra_C3
2D3Y2_113,1.0,2D3X2,math_12_algebra_C3
2D3Y2_117,1.0,2D3X2,math_12_algebra_C3
2D3Y3_2,1.0,2D3X3,math_12_algebra_C3
2D3Y3_5,1.0,2D3X3,math_12_algebra_C3
2D3Y3_31,1.0,2D3X4,math_12_algebra_C3
2D3Y3_32,1.0,2D3X4,math_12_algebra_C3
2D3Y3_51,1.0,2D3X4,math_12_algebra_C3
2D4Y2_50,1.0,2D4F2,math_12_algebra_C4
2D3Y2_36,1.0,2D3X2,math_12_algebra_C3
2D4Y2_54,1.0,2D4F2,math_12_algebra_C4
2D3Y3_68,1.0,2D3X4,math_12_algebra_C3
2D3Y3_62,1.0,2D3X3,math_12_algebra_C3
2D3Y2_93,1.0,2D3X2,math_12_algebra_C3
2D3Y2_114,1.0,2D3X2,math_12_algebra_C3
2D3Y2_173,1.0,2D3X2,math_12_algebra_C3
2D3Y3_13,1.0,2D3X3,math_12_algebra_C3
2D3Y3_14,1.0,2D3X4,math_12_algebra_C3
2D3Y3_15,1.0,2D3X3,math_12_algebra_C3
2D3Y3_34,1.0,2D3X3,math_12_algebra_C3
2D3Y3_75,1.0,2D3X3,math_12_algebra_C3
2D3Y3_82,1.0,2D3X3,math_12_algebra_C3
2D3Y3_64,1.0,2D3X4,math_12_algebra_C3
2D4B2_27,1.0,2D4F2,math_12_algebra_C4
2D4Y3_3,1.0,2D4F2,math_12_algebra_C4
2D4Y3_4,1.0,2D4F2,math_12_algebra_C4
2D4Y3_12,1.0,2D4F2,math_12_algebra_C4
2D4Y3_15,1.0,2D4F1,math_12_algebra_C4
2D4Y4_3,1.0,2D4F3,math_12_algebra_C4
2D4Y4_8,1.0,2D4F3,math_12_algebra_C4
2D3Y2_73,1.0,2D3X2,math_12_algebra_C3
2D3Y2_106,1.0,2D3X2,math_12_algebra_C3
2D3Y3_61,1.0,2D3X3,math_12_algebra_C3
2D4Y2_51,1.0,2D4F3,math_12_algebra_C4
2D4Y4_12,1.0,2D4F3,math_12_algebra_C4
2D3Y2_87,1.0,2D3X2,math_12_algebra_C3
2D3Y2_101,1.0,2D3X2,math_12_algebra_C3
2D4Y3_14,1.0,2D4F2,math_12_algebra_C4
2D3Y2_71,1.0,2D3X2,math_12_algebra_C3
2D3Y2_92,1.0,2D3X2,math_12_algebra_C3
2D3Y2_102,1.0,2D3X2,math_12_algebra_C3
2D3Y2_112,1.0,2D3X2,math_12_algebra_C3
2D3Y2_116,1.0,2D3X2,math_12_algebra_C3
2D3Y3_11,1.0,2D3X3,math_12_algebra_C3
2D3Y3_49,1.0,2D3X3,math_12_algebra_C3
2D3Y3_63,1.0,2D3X3,math_12_algebra_C3
2D4Y2_53,1.0,2D4F1,math_12_algebra_C4
2D4Y2_55,1.0,2D4F2,math_12_algebra_C4
2D4Y2_60,1.0,2D4F2,math_12_algebra_C4
2D4Y2_66,1.0,2D4F2,math_12_algebra_C4
2D4Y3_18,1.0,2D4F2,math_12_algebra_C4
2D4Y3_32,1.0,2D4F2,math_12_algebra_C4
2D4Y3_33,1.0,2D4F2,math_12_algebra_C4
2D4Y4_1,1.0,2D4F3,math_12_algebra_C4
2D4Y4_9,1.0,2D4F3,math_12_algebra_C4
2D4Y4_10,1.0,2D4F3,math_12_algebra_C4
2D3Y2_68,1.0,2D3X2,math_12_algebra_C3
2D4Y2_58,1.0,2D4F2,math_12_algebra_C4
2D3Y2_89,1.0,2D3X2,math_12_algebra_C3
2D4Y2_44,1.0,2D4F2,math_12_algebra_C4
2D3Y3_95,1.0,2D3X3,math_12_algebra_C3
2D3Y2_178,1.0,2D3X2,math_12_algebra_C3
2D3Y3_17,1.0,2D3X3,math_12_algebra_C3
2D3Y3_20,1.0,2D3X3,math_12_algebra_C3
2D3Y3_43,1.0,2D3X4,math_12_algebra_C3
2D3Y3_48,1.0,2D3X3,math_12_algebra_C3
2D3Y3_94,1.0,2D3X3,math_12_algebra_C3
2D3Y3_97,1.0,2D3X3,math_12_algebra_C3
2D3Y3_100,1.0,2D3X3,math_12_algebra_C3
2D4Y2_47,1.0,2D4F2,math_12_algebra_C4
2D3Y3_109,1.0,2D3X3,math_12_algebra_C3
2D4Y2_56,1.0,2D4F2,math_12_algebra_C4
2D4Y3_30,1.0,2D4F2,math_12_algebra_C4
2D4Y3_31,1.0,2D4F1,math_12_algebra_C4
2D4Y4_5,1.0,2D4F3,math_12_algebra_C4
2D4Y4_6,1.0,2D4F3,math_12_algebra_C4
2D3Y2_45,1.0,2D3X2,math_12_algebra_C3
2D3Y2_78,1.0,2D3X2,math_12_algebra_C3
2D3Y2_172,1.0,2D3X2,math_12_algebra_C3
2D3Y2_181,1.0,2D3X2,math_12_algebra_C3
2D3Y3_9,1.0,2D3X3,math_12_algebra_C3
2D4Y3_25,1.0,2D4F2,math_12_algebra_C4
2D3Y2_32,1.0,2D3X2,math_12_algebra_C3
2D3Y2_57,1.0,2D3X2,math_12_algebra_C3
2D3Y2_58,1.0,2D3X2,math_12_algebra_C3
2D4Y1_28,1.0,2D4F1,math_12_algebra_C4
2D4Y1_37,1.0,2D4F6,math_12_algebra_C4
2D4Y1_46,1.0,2D4F1,math_12_algebra_C4
2D4Y1_50,1.0,2D4F1,math_12_algebra_C4
2D4Y1_54,1.0,2D4F1,math_12_algebra_C4
2D4Y1_68,1.0,2D4F1,math_12_algebra_C4
2D4Y1_142,1.0,2D4F1,math_12_algebra_C4
2D4Y1_156,1.0,2D4F1,math_12_algebra_C4
2D4Y1_158,1.0,2D4F1,math_12_algebra_C4
2D4Y1_24,1.0,2D4F1,math_12_algebra_C4
2D4Y1_173,1.0,2D4F1,math_12_algebra_C4
2D4Y1_26,1.0,2D4F1,math_12_algebra_C4
2D4Y1_55,1.0,2D4F1,math_12_algebra_C4
2D4Y1_65,1.0,2D4F1,math_12_algebra_C4
2D4Y1_71,1.0,2D4F1,math_12_algebra_C4
2D4Y1_76,1.0,2D4F1,math_12_algebra_C4
2D4Y1_85,1.0,2D4F1,math_12_algebra_C4
2D4Y1_113,1.0,2D4F1,math_12_algebra_C4
2D4Y1_124,1.0,2D4F1,math_12_algebra_C4
2D4Y1_147,1.0,2D4F1,math_12_algebra_C4
2D4Y1_178,1.0,2D4F1,math_12_algebra_C4
2D4Y1_160,1.0,2D4F1,math_12_algebra_C4
2D4Y1_20,1.0,2D4F1,math_12_algebra_C4
2D4Y1_6,1.0,2D4F1,math_12_algebra_C4
2D4Y1_51,1.0,2D4F1,math_12_algebra_C4
2D4Y1_56,1.0,2D4F1,math_12_algebra_C4
2D4Y1_57,1.0,2D4F1,math_12_algebra_C4
2D4Y1_61,1.0,2D4F1,math_12_algebra_C4
2D4Y1_73,1.0,2D4F1,math_12_algebra_C4
2D4Y1_80,1.0,2D4F1,math_12_algebra_C4
2D4Y1_108,1.0,2D4F1,math_12_algebra_C4
2D4Y1_167,1.0,2D4F1,math_12_algebra_C4
2D4K5_59,1.0,2D4F6,math_12_algebra_C4
2D4Y1_16,1.0,2D4F1,math_12_algebra_C4
2D4Y1_10,1.0,2D4F1,math_12_algebra_C4
2D4Y1_47,1.0,2D4F1,math_12_algebra_C4
2D4Y1_96,1.0,2D4F1,math_12_algebra_C4
2D4Y1_98,1.0,2D4F1,math_12_algebra_C4
2D4Y1_114,1.0,2D4F1,math_12_algebra_C4
2D4Y1_121,1.0,2D4F1,math_12_algebra_C4
2D4Y1_151,1.0,2D4F1,math_12_algebra_C4
2D4Y1_171,1.0,2D4F1,math_12_algebra_C4
2D4Y2_2,1.0,2D4F2,math_12_algebra_C4
2D4Y1_5,1.0,2D4F1,math_12_algebra_C4
2D4Y1_14,1.0,2D4F1,math_12_algebra_C4
2D4Y1_48,1.0,2D4F1,math_12_algebra_C4
2D4Y1_176,1.0,2D4F1,math_12_algebra_C4
2D4Y1_31,1.0,2D4F1,math_12_algebra_C4
2D4Y1_175,1.0,2D4F1,math_12_algebra_C4
2D4Y1_22,1.0,2D4F1,math_12_algebra_C4
2D4Y1_60,1.0,2D4F1,math_12_algebra_C4
2D4Y1_75,1.0,2D4F1,math_12_algebra_C4
2D4Y1_79,1.0,2D4F1,math_12_algebra_C4
2D4Y1_81,1.0,2D4F1,math_12_algebra_C4
2D4Y1_84,1.0,2D4F1,math_12_algebra_C4
2D4Y1_91,1.0,2D4F1,math_12_algebra_C4
2D4Y1_137,1.0,2D4F2,math_12_algebra_C4
2D4Y1_172,1.0,2D4F1,math_12_algebra_C4
2D4Y1_154,1.0,2D4F1,math_12_algebra_C4
2D4Y2_1,1.0,2D4F2,math_12_algebra_C4
2D4Y1_13,1.0,2D4F1,math_12_algebra_C4
2D4Y1_18,1.0,2D4F1,math_12_algebra_C4
2D4Y1_33,1.0,2D4F1,math_12_algebra_C4
2D4Y1_39,1.0,2D4F1,math_12_algebra_C4
2D4Y1_45,1.0,2D4F1,math_12_algebra_C4
2D4Y1_86,1.0,2D4F1,math_12_algebra_C4
2D4Y1_89,1.0,2D4F1,math_12_algebra_C4
2D4Y1_105,1.0,2D4F1,math_12_algebra_C4
2D4Y1_161,1.0,2D4F1,math_12_algebra_C4
2D4Y1_8,1.0,2D4F1,math_12_algebra_C4
2D4Y1_163,1.0,2D4F1,math_12_algebra_C4
2D4Y1_144,1.0,2D4F1,math_12_algebra_C4
2D4Y1_38,1.0,2D4F1,math_12_algebra_C4
2D4Y1_63,1.0,2D4F1,math_12_algebra_C4
2D4Y1_66,1.0,2D4F1,math_12_algebra_C4
2D4Y1_69,1.0,2D4F1,math_12_algebra_C4
2D4Y1_94,1.0,2D4F1,math_12_algebra_C4
2D4Y1_111,1.0,2D4F1,math_12_algebra_C4
2D4Y1_127,1.0,2D4F1,math_12_algebra_C4
2D4Y1_135,1.0,2D4F1,math_12_algebra_C4
2D4Y1_146,1.0,2D4F1,math_12_algebra_C4
2D4Y1_150,1.0,2D4F1,math_12_algebra_C4
2D4Y1_179,1.0,2D4F2,math_12_algebra_C4
2D4Y1_3,1.0,2D4F1,math_12_algebra_C4
2D4Y1_35,1.0,2D4F1,math_12_algebra_C4
2D4Y1_40,1.0,2D4F1,math_12_algebra_C4
2D4Y1_59,1.0,2D4F1,math_12_algebra_C4
2D4Y1_74,1.0,2D4F1,math_12_algebra_C4
2D4Y1_87,1.0,2D4F1,math_12_algebra_C4
2D4Y1_116,1.0,2D4F1,math_12_algebra_C4
2D4Y1_122,1.0,2D4F1,math_12_algebra_C4
2D4Y1_138,1.0,2D4F1,math_12_algebra_C4
2D4Y1_1,1.0,2D4F1,math_12_algebra_C4
2D3Y2_13,1.0,2D3X1,math_12_algebra_C3
2D4Y1_44,1.0,2D4F1,math_12_algebra_C4
2D4Y1_148,1.0,2D4F1,math_12_algebra_C4
2D3Y3_65,1.0,2D3X3,math_12_algebra_C3
2D3Y3_76,1.0,2D3X3,math_12_algebra_C3
2D3Y3_78,1.0,2D3X4,math_12_algebra_C3
2D3Y3_85,1.0,2D3X3,math_12_algebra_C3
2D3Y3_110,1.0,2D3X3,math_12_algebra_C3
2D4Y2_63,1.0,2D4F2,math_12_algebra_C4
2D4Y3_5,1.0,2D4F2,math_12_algebra_C4
2D4Y3_20,1.0,2D4F2,math_12_algebra_C4
2D4Y5_1,1.0,2D4F7,math_12_algebra_C4
2D3Y3_47,1.0,2D3X4,math_12_algebra_C3
2D4Y4_18,1.0,2D4F3,math_12_algebra_C4
2D4Y4_14,1.0,2D4F3,math_12_algebra_C4
2H1B1_22,1.0,2H1F1,math_12_geometry_C1
2D4Y4_20,1.0,2D4F3,math_12_algebra_C4
2D4Y4_13,1.0,2D4F3,math_12_algebra_C4
2D4Y4_15,1.0,2D4F3,math_12_algebra_C4
2H1B3_210,1.0,2H1F5,math_12_geometry_C1
2H1B3_545,1.0,2H1F5,math_12_geometry_C1
2D4G5_16,1.0,2D4F7,math_12_algebra_C4
2D4K1_27,1.0,2D4F1,math_12_algebra_C4
2D4Y4_19,1.0,2D4F3,math_12_algebra_C4
2D4K3_29,1.0,2D4F6,math_12_algebra_C4
2D3Y3_22,1.0,2D3X3,math_12_algebra_C3
2D3Y2_177,1.0,2D3X2,math_12_algebra_C3
2D3Y2_62,1.0,2D3X2,math_12_algebra_C3
2D3Y2_66,1.0,2D3X2,math_12_algebra_C3
2D3Y2_70,1.0,2D3X2,math_12_algebra_C3
2D3Y2_75,1.0,2D3X2,math_12_algebra_C3
2D3Y2_98,1.0,2D3X3,math_12_algebra_C3
2D3Y2_107,1.0,2D3X2,math_12_algebra_C3
2D3Y3_1,1.0,2D3X3,math_12_algebra_C3
2D3Y3_19,1.0,2D3X4,math_12_algebra_C3
2D3Y3_86,1.0,2D3X3,math_12_algebra_C3
2D3Y3_10,1.0,2D3X4,math_12_algebra_C3
2D3Y3_99,1.0,2D3X3,math_12_algebra_C3
2D4Y3_8,1.0,2D4F2,math_12_algebra_C4
2D4Y4_4,1.0,2D4F3,math_12_algebra_C4
2D3Y2_51,1.0,2D3X2,math_12_algebra_C3
2D3Y2_53,1.0,2D3X2,math_12_algebra_C3
2D3Y2_63,1.0,2D3X2,math_12_algebra_C3
2D3Y2_86,1.0,2D3X2,math_12_algebra_C3
2D3Y2_96,1.0,2D3X2,math_12_algebra_C3
2D3Y2_108,1.0,2D3X2,math_12_algebra_C3
2D3Y2_110,1.0,2D3X2,math_12_algebra_C3
2D4Y2_46,1.0,2D4F2,math_12_algebra_C4
2D4Y1_168,1.0,2D4F1,math_12_algebra_C4
2D4K2_69,1.0,2D4F6,math_12_algebra_C4
2D4Y1_83,1.0,2D4F1,math_12_algebra_C4
2D4Y1_9,1.0,2D4F1,math_12_algebra_C4
2D4Y1_11,1.0,2D4F1,math_12_algebra_C4
2D4Y1_52,1.0,2D4F1,math_12_algebra_C4
2D4Y1_53,1.0,2D4F1,math_12_algebra_C4
2D4Y1_77,1.0,2D4F1,math_12_algebra_C4
2D4Y1_90,1.0,2D4F1,math_12_algebra_C4
2D4Y1_131,1.0,2D4F1,math_12_algebra_C4
2D4Y1_139,1.0,2D4F1,math_12_algebra_C4
2D4Y1_143,1.0,2D4F1,math_12_algebra_C4
2D4Y1_7,1.0,2D4F1,math_12_algebra_C4
2D4Y1_4,1.0,2D4F1,math_12_algebra_C4
2D4Y1_30,1.0,2D4F1,math_12_algebra_C4
2D4Y1_67,1.0,2D4F1,math_12_algebra_C4
2D4Y1_78,1.0,2D4F1,math_12_algebra_C4
2D4Y1_82,1.0,2D4F1,math_12_algebra_C4
2D4Y1_95,1.0,2D4F1,math_12_algebra_C4
2D4Y1_106,1.0,2D4F1,math_12_algebra_C4
2D4Y1_117,1.0,2D4F1,math_12_algebra_C4
2D4Y1_120,1.0,2D4F1,math_12_algebra_C4
2D4Y1_128,1.0,2D4F1,math_12_algebra_C4
2D4Y1_19,1.0,2D4F1,math_12_algebra_C4
2D4Y1_43,1.0,2D4F1,math_12_algebra_C4
2D4Y1_180,1.0,2D4F1,math_12_algebra_C4
2D4Y1_169,1.0,2D4F1,math_12_algebra_C4
2D4Y1_93,1.0,2D4F1,math_12_algebra_C4
2D4Y1_97,1.0,2D4F1,math_12_algebra_C4
2D4Y1_101,1.0,2D4F1,math_12_algebra_C4
2D4Y1_126,1.0,2D4F1,math_12_algebra_C4
2D4Y1_153,1.0,2D4F1,math_12_algebra_C4
2D4Y1_157,1.0,2D4F1,math_12_algebra_C4
2D4Y1_162,1.0,2D4F1,math_12_algebra_C4
2D4Y1_174,1.0,2D4F1,math_12_algebra_C4
2D4Y1_12,1.0,2D4F1,math_12_algebra_C4
2D4Y1_177,1.0,2D4F1,math_12_algebra_C4
2D4Y1_15,1.0,2D4F1,math_12_algebra_C4
2D4Y1_49,1.0,2D4F1,math_12_algebra_C4
2D4Y1_58,1.0,2D4F1,math_12_algebra_C4
2D4Y1_64,1.0,2D4F1,math_12_algebra_C4
2D4Y1_88,1.0,2D4F1,math_12_algebra_C4
2D4Y1_92,1.0,2D4F1,math_12_algebra_C4
2D4Y1_115,1.0,2D4F1,math_12_algebra_C4
2D4Y1_133,1.0,2D4F1,math_12_algebra_C4
2D4Y1_164,1.0,2D4F1,math_12_algebra_C4
2D4Y1_166,1.0,2D4F1,math_12_algebra_C4
2D4Y1_32,1.0,2D4F1,math_12_algebra_C4
2D3Y1_215,1.0,2D3X1,math_12_algebra_C3
2D3Y1_196,1.0,2D3X1,math_12_algebra_C3
2D3Y1_172,1.0,2D3X1,math_12_algebra_C3
2D1Y5_88,1.0,2D1X7,math_12_algebra_C1
2D1Y5_110,1.0,2D1X5,math_12_algebra_C1
2D3Y1_4,1.0,2D3X1,math_12_algebra_C3
2D3Y1_9,1.0,2D3X1,math_12_algebra_C3
2D3Y1_23,1.0,2H3F7,math_12_geometry_C3
2D3Y1_29,1.0,2D3X1,math_12_algebra_C3
2D3Y1_31,1.0,2D3X1,math_12_algebra_C3
2D3Y1_3,1.0,2D3X1,math_12_algebra_C3
2D3Y1_11,1.0,2D3X1,math_12_algebra_C3
2D1Y5_76,1.0,2D1X6,math_12_algebra_C1
2D3Y1_22,1.0,2H3F7,math_12_geometry_C3
2D3Y1_27,1.0,2D3X1,math_12_algebra_C3
2D3Y1_24,1.0,2D3X1,math_12_algebra_C3
2D3Y1_26,1.0,2D3X1,math_12_algebra_C3
2D3Y1_20,1.0,2H3F1,math_12_geometry_C3
2D3Y1_28,1.0,2D3X1,math_12_algebra_C3
2D3Y1_32,1.0,2D3X1,math_12_algebra_C3
2D3Y1_5,1.0,2D3X1,math_12_algebra_C3
2D3Y1_17,1.0,2D3X1,math_12_algebra_C3
2D3Y1_18,1.0,2H3F1,math_12_geometry_C3
2D3Y1_19,1.0,2H3F1,math_12_geometry_C3
2D3Y1_8,1.0,2D3X1,math_12_algebra_C3
2D1Y5_70,1.0,2D1X5,math_12_algebra_C1
2D1Y5_119,1.0,2D1X5,math_12_algebra_C1
2D1Y5_112,1.0,2D1X5,math_12_algebra_C1
2D1Y5_78,1.0,2D1X5,math_12_algebra_C1
2D1Y5_89,1.0,2D1X6,math_12_algebra_C1
2D1Y5_109,1.0,2D1X5,math_12_algebra_C1
2D1Y5_131,1.0,2D1X2,math_12_algebra_C1
2D1Y5_64,1.0,2D1X5,math_12_algebra_C1
2D1Y5_79,1.0,2D1X6,math_12_algebra_C1
2D1Y5_83,1.0,2D1X5,math_12_algebra_C1
2D1Y5_92,1.0,2D1X6,math_12_algebra_C1
2D1Y5_66,1.0,2D1X6,math_12_algebra_C1
2D1Y5_97,1.0,2D1X6,math_12_algebra_C1
2D1Y5_118,1.0,2D1X5,math_12_algebra_C1
2D1Y5_96,1.0,2D1X5,math_12_algebra_C1
2D1Y5_116,1.0,2D1X5,math_12_algebra_C1
2D1Y5_122,1.0,2D1X5,math_12_algebra_C1
2D1Y5_130,1.0,2D1X5,math_12_algebra_C1
2D1Y5_62,1.0,2D1X7,math_12_algebra_C1
2D1Y5_84,1.0,2D1X6,math_12_algebra_C1
2D1Y5_105,1.0,2D1X5,math_12_algebra_C1
2D1Y5_114,1.0,2D1X5,math_12_algebra_C1
2D1Y5_99,1.0,2D1X5,math_12_algebra_C1
2D1Y5_74,1.0,2D1X1,math_12_algebra_C1
2D3Y1_10,1.0,2D3X1,math_12_algebra_C3
2D2B6_78,1.0,2D2X6,math_12_algebra_C2
2D2Y3_129,1.0,2D2X2,math_12_algebra_C2
2D2Y3_135,1.0,2D2X2,math_12_algebra_C2
2D2Y3_138,1.0,2D2X2,math_12_algebra_C2
2D2Y3_155,1.0,2D2X2,math_12_algebra_C2
2D2Y3_110,1.0,2D2X2,math_12_algebra_C2
2D2Y3_112,1.0,2D2X2,math_12_algebra_C2
2D2Y3_122,1.0,2D2X2,math_12_algebra_C2
2D2Y3_126,1.0,2D2X2,math_12_algebra_C2
2D2Y3_136,1.0,2D2X2,math_12_algebra_C2
2D2Y3_128,1.0,2D2X2,math_12_algebra_C2
2D2Y3_137,1.0,2D2X2,math_12_algebra_C2
2D2Y3_142,1.0,2D2X2,math_12_algebra_C2
2D2Y3_91,1.0,2D2X2,math_12_algebra_C2
2D2Y3_98,1.0,2D2X2,math_12_algebra_C2
2D2Y3_108,1.0,2D2X2,math_12_algebra_C2
2D2Y3_109,1.0,2D2X2,math_12_algebra_C2
2D2Y3_115,1.0,2D2X2,math_12_algebra_C2
2D2Y3_143,1.0,2D2X2,math_12_algebra_C2
2D2Y3_131,1.0,2D2X2,math_12_algebra_C2
2D2Y3_89,1.0,2D2X2,math_12_algebra_C2
2D2Y3_121,1.0,2D2X2,math_12_algebra_C2
2D2B6_103,1.0,2D2X7,math_12_algebra_C2
2D2Y3_96,1.0,2D2X2,math_12_algebra_C2
2D2Y3_116,1.0,2D2X2,math_12_algebra_C2
2D2Y3_97,1.0,2D2X2,math_12_algebra_C2
2D2Y3_103,1.0,2D2X2,math_12_algebra_C2
2D2Y3_114,1.0,2D2X2,math_12_algebra_C2
2D2Y3_130,1.0,2D2X2,math_12_algebra_C2
2D2Y3_153,1.0,2D2X2,math_12_algebra_C2
2D2Y3_94,1.0,2D2X2,math_12_algebra_C2
2D2Y3_99,1.0,2D2X2,math_12_algebra_C2
2D2Y3_100,1.0,2D2X2,math_12_algebra_C2
2D2Y3_113,1.0,2D2X2,math_12_algebra_C2
2D2Y3_140,1.0,2D2X2,math_12_algebra_C2
